"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://codapixel.com/locations/glasgow","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","2.360","","https://codapixel.com/locations/glasgow/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/glasgow","2025-10-31 23:45:54"
"https://codapixel.com/locations/aberdeen","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","3.164","","https://codapixel.com/locations/aberdeen/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/aberdeen","2025-10-31 23:45:54"
"https://codapixel.com/locations/perth","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","1.710","","https://codapixel.com/locations/perth/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/perth","2025-10-31 23:45:56"
"https://codapixel.com/locations/edinburgh","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","9.986","","https://codapixel.com/locations/edinburgh/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/edinburgh","2025-10-31 23:45:54"
"https://codapixel.com/locations/ayrshire","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","8.200","","","","","","1.1","","","","","","https://codapixel.com/locations/ayrshire","2025-10-31 23:45:57"
"https://codapixel.com/locations/dunfermline","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","7.450","","https://codapixel.com/locations/dunfermline/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/dunfermline","2025-10-31 23:45:58"
"https://codapixel.com/locations/inverness","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","12.519","","","","","","1.1","","","","","","https://codapixel.com/locations/inverness","2025-10-31 23:45:54"
"https://codapixel.com/locations/argyll","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","5.072","","","","","","1.1","","","","","","https://codapixel.com/locations/argyll","2025-10-31 23:46:05"
"https://codapixel.com/locations/stirling","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","39","39","39","0.015","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","6.608","","https://codapixel.com/locations/stirling/","HTTP Redirect","","","1.1","","","","","","https://codapixel.com/locations/stirling","2025-10-31 23:46:04"
"https://codapixel.com/locations/dundee","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","3","1","","1","1","0","9.090","0","0","0","0","0","0","","","","","","19.237","","","","","","1.1","","","","","","https://codapixel.com/locations/dundee","2025-10-31 23:45:54"
"https://codapixel.com/locations/dunfermline/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Web Design Dunfermline | Professional Website Design & Development Services | CodaPixel","87","814","Professional web design and web development services for Dunfermline businesses in Scotland. Custom websites, local SEO, Google Business Profile optimization, and social media management. Fast, responsive websites that convert.","227","1457","","0","0","","0","Web Design & SEO for Dunfermline Businesses","43","Book your free website demo.","28","Get a free website demo.","24","Websites that generate clients","30","","","","https://codapixel.com/locations/dunfermline","","","","","","","74357","11734","11734","4.495","","687","141","4.872","74.066","Fairly Easy","9.396","4","2","","0","0","0","0.000","20","8","0","4","1","0","","","","","be1b62a3b0f7c2c4317dd7278cdc81d0","8.785","","","","","en","1.1","","","","","","https://codapixel.com/locations/dunfermline/","2025-10-31 23:46:05"
"https://codapixel.com/locations/perth/","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Web Design Perth | Professional Website Design & Development Services | CodaPixel","81","753","Professional web design and web development services for Perth businesses in Scotland. Custom websites, local SEO, Google Business Profile optimization, and social media management. Fast, responsive websites that convert.","221","1415","","0","0","","0","Web Design & SEO for Perth Businesses","37","Book your free website demo.","28","Get a free website demo.","24","Websites that generate clients","30","","","","https://codapixel.com/locations/perth","","","","","","","74075","11683","11683","4.476","","687","139","4.942","75.842","Fairly Easy","9.365","4","2","","0","0","0","0.000","20","8","0","4","1","0","","","","","cf9fd149be0d1f211166cb418f9caacd","5.663","","","","","en","1.1","","","","","","https://codapixel.com/locations/perth/","2025-10-31 23:46:10"
"https://codapixel.com/locations/stirling/","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","4","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","5.863","","","","","","1.1","","","","","","https://codapixel.com/locations/stirling/","2025-10-31 23:46:11"
"https://codapixel.com/locations/glasgow/","text/html","502","Bad Gateway","Non-Indexable","Server Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122","122","122","0.047","","0","","","","","0.000","4","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.108","","","","","","1.1","","","","","","https://codapixel.com/locations/glasgow/","2025-10-31 23:46:14"
"https://codapixel.com/Computer%20Hero%20background%20removed.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","770562","770562","770562","295.188","","0","","","","","0.000","5","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.515","","","","","","1.1","","","","","","https://codapixel.com/Computer%20Hero%20background%20removed.png","2025-10-31 23:46:16"
"https://codapixel.com/rokman.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","141035","141035","141035","54.028","","0","","","","","0.000","5","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.361","","","","","","1.1","","","","","","https://codapixel.com/rokman.png","2025-10-31 23:46:16"
"https://codapixel.com/_astro/contact.DiVoMJ4K.css","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Web Design Ayrshire | Professional Website Design & Development Services | CodaPixel","84","779","Professional web design and web development services for Ayrshire businesses. Custom websites, local SEO, social media management, and conversion tracking. Serving Ayr, Prestwick, Troon, and all of Ayrshire.","207","1312","","0","0","","0","Websites that generate clients - from just £79/month","52","Book your free website demo.","28","Get a free website demo.","24","Websites that generate clients","30","","","","https://codapixel.com/","","","","","","","79238","13757","13757","5.270","","509","117","4.350","80.422","Easy","6.441","5","1","","0","0","0","0.000","20","8","0","4","1","0","","","","","4e12d828b0c665d93171441a3b8361db","0.373","","","","","en","1.1","","","","","","https://codapixel.com/_astro/contact.DiVoMJ4K.css","2025-10-31 23:46:16"
"https://codapixel.com/locations/edinburgh/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","4","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","https://codapixel.com/locations/edinburgh/","2025-10-31 23:46:06"
"https://codapixel.com/locations/aberdeen/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","4","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","https://codapixel.com/locations/aberdeen/","2025-10-31 23:46:13"
